id,user_id,workout_id,exercise_id,weight,reps,set_number,created_at
1847,1,413,1,130,3,1,2025-07-07 22:58:42+10
1848,1,414,1,145,4,1,2025-07-07 22:58:42+10
1849,1,415,1,130,2,1,2025-07-07 22:58:42+10
1850,1,415,1,140,5,1,2025-07-07 22:58:42+10
1851,1,416,1,120,2,1,2025-07-07 22:58:42+10
1852,1,416,1,140,1,1,2025-07-07 22:58:42+10
1853,1,416,1,150,2,1,2025-07-07 22:58:42+10
1854,1,416,1,120,4,1,2025-07-07 22:58:42+10
1855,1,417,1,130,5,1,2025-07-07 22:58:42+10
1856,1,417,1,120,5,1,2025-07-07 22:58:42+10
1857,1,417,1,120,5,1,2025-07-07 22:58:42+10
1858,1,418,1,130,7,1,2025-07-07 22:58:42+10
1859,1,418,1,130,5,1,2025-07-07 22:58:42+10
1860,1,418,1,130,3,1,2025-07-07 22:58:42+10
1861,1,419,1,140,3,1,2025-07-07 22:58:42+10
1862,1,419,1,100,5,1,2025-07-07 22:58:42+10
1863,1,419,1,100,5,1,2025-07-07 22:58:42+10
1864,1,420,1,120,3,1,2025-07-07 22:58:42+10
1865,1,420,1,130,5,1,2025-07-07 22:58:42+10
1866,1,421,1,120,3,1,2025-07-07 22:58:42+10
1867,1,421,1,130,3,1,2025-07-07 22:58:42+10
1868,1,421,1,140,5,1,2025-07-07 22:58:42+10
1869,1,422,1,120,3,1,2025-07-07 22:58:42+10
1870,1,422,1,100,3,1,2025-07-07 22:58:42+10
1871,1,422,1,100,10,1,2025-07-07 22:58:42+10
1872,1,423,1,130,5,1,2025-07-07 22:58:42+10
1873,1,423,1,100,8,1,2025-07-07 22:58:42+10
1874,1,424,1,135,5,1,2025-07-07 22:58:42+10
1875,1,424,1,135,3,1,2025-07-07 22:58:42+10
1876,1,424,1,120,10,1,2025-07-07 22:58:42+10
1877,1,424,1,120,5,1,2025-07-07 22:58:42+10
1878,1,425,1,120,5,1,2025-07-07 22:58:42+10
1879,1,425,1,120,8,1,2025-07-07 22:58:42+10
1880,1,426,1,130,5,1,2025-07-07 22:58:42+10
1881,1,426,1,120,5,1,2025-07-07 22:58:42+10
1882,1,427,1,100,5,1,2025-07-07 22:58:42+10
1883,1,427,1,120,5,1,2025-07-07 22:58:42+10
1884,1,427,1,130,5,1,2025-07-07 22:58:42+10
1885,1,428,1,100,5,1,2025-07-07 22:58:42+10
1886,1,428,1,130,3,1,2025-07-07 22:58:42+10
1887,1,428,1,140,3,1,2025-07-07 22:58:42+10
1888,1,428,1,110,8,1,2025-07-07 22:58:42+10
1889,1,429,1,100,10,1,2025-07-07 22:58:42+10
1890,1,429,1,120,5,1,2025-07-07 22:58:42+10
1891,1,430,1,110,5,1,2025-07-07 22:58:42+10
1892,1,430,1,130,2,1,2025-07-07 22:58:42+10
1893,1,431,1,130,4,1,2025-07-07 22:58:42+10
1894,1,432,1,130,5,1,2025-07-07 22:58:42+10
1895,1,433,1,130,4,1,2025-07-07 22:58:42+10
1896,1,433,1,130,4,1,2025-07-07 22:58:42+10
1897,1,434,1,120,5,1,2025-07-07 22:58:42+10
1898,1,434,1,130,6,1,2025-07-07 22:58:42+10
1899,1,435,1,120,3,1,2025-07-07 22:58:42+10
1900,1,435,1,130,1,1,2025-07-07 22:58:42+10
1901,1,435,1,140,4,1,2025-07-07 22:58:42+10
1902,1,435,1,120,4,1,2025-07-07 22:58:42+10
1903,1,436,1,120,5,1,2025-07-07 22:58:42+10
1904,1,436,1,130,5,1,2025-07-07 22:58:42+10
1905,1,437,1,120,3,1,2025-07-07 22:58:42+10
1906,1,437,1,137,5,1,2025-07-07 22:58:42+10
1907,1,438,1,120,3,1,2025-07-07 22:58:42+10
1908,1,438,1,145,3,1,2025-07-07 22:58:42+10
1909,1,439,1,100,3,1,2025-07-07 22:58:42+10
1910,1,439,1,120,1,1,2025-07-07 22:58:42+10
1911,1,439,1,135,1,1,2025-07-07 22:58:42+10
1912,1,439,1,150,2,1,2025-07-07 22:58:42+10
1913,1,440,1,130,5,1,2025-07-07 22:58:42+10
1914,1,440,1,122,5,1,2025-07-07 22:58:42+10
1915,1,441,1,135,5,1,2025-07-07 22:58:42+10
1916,1,441,1,130,4,1,2025-07-07 22:58:42+10
1917,1,442,1,130,4,1,2025-07-07 22:58:42+10
1918,1,443,1,120,5,1,2025-07-07 22:58:42+10
1919,1,443,1,130,3,1,2025-07-07 22:58:42+10
1920,1,443,1,135,3,1,2025-07-07 22:58:42+10
1921,1,444,1,120,5,1,2025-07-07 22:58:42+10
1922,1,445,1,130,3,1,2025-07-07 22:58:42+10
1923,1,446,1,100,5,1,2025-07-07 22:58:42+10
1924,1,446,1,120,5,1,2025-07-07 22:58:42+10
1925,1,446,1,130,5,1,2025-07-07 22:58:42+10
1926,1,446,1,130,3,1,2025-07-07 22:58:42+10
1927,1,447,1,120,3,1,2025-07-07 22:58:42+10
1928,1,447,1,130,3,1,2025-07-07 22:58:42+10
1929,1,447,1,135,3,1,2025-07-07 22:58:42+10
1930,1,447,1,120,5,1,2025-07-07 22:58:42+10
1931,1,448,1,100,5,1,2025-07-07 22:58:42+10
1932,1,448,1,120,5,1,2025-07-07 22:58:42+10
1933,1,448,1,130,4,1,2025-07-07 22:58:42+10
1934,1,448,1,130,2,1,2025-07-07 22:58:42+10
1935,1,449,1,130,1,1,2025-07-07 22:58:42+10
1936,1,449,1,140,1,1,2025-07-07 22:58:42+10
1937,1,449,1,145,1,1,2025-07-07 22:58:42+10
1938,1,449,1,120,4,1,2025-07-07 22:58:42+10
1939,1,450,1,140,3,1,2025-07-07 22:58:42+10
1940,1,450,1,80,3,1,2025-07-07 22:58:42+10
1941,1,450,1,80,3,1,2025-07-07 22:58:42+10
1942,1,451,1,152,1,1,2025-07-07 22:58:42+10
1943,1,451,1,130,3,1,2025-07-07 22:58:42+10
1944,1,451,1,120,5,1,2025-07-07 22:58:42+10
1945,1,452,1,129,2,1,2025-07-07 22:58:42+10
1946,1,452,1,130,5,1,2025-07-07 22:58:42+10
1947,1,452,1,120,5,1,2025-07-07 22:58:42+10
1948,1,453,1,130,4,1,2025-07-07 22:58:42+10
1949,1,453,1,130,5,1,2025-07-07 22:58:42+10
1950,1,581,1,120,3,1,2025-07-07 22:58:42+10
1951,1,581,1,130,3,1,2025-07-07 22:58:42+10
1952,1,581,1,140,3,1,2025-07-07 22:58:42+10
1953,1,455,1,100,3,1,2025-07-07 22:58:42+10
1954,1,455,1,130,3,1,2025-07-07 22:58:42+10
1955,1,455,1,140,3,1,2025-07-07 22:58:42+10
1956,1,456,1,110,3,1,2025-07-07 22:58:42+10
1957,1,456,1,130,3,1,2025-07-07 22:58:42+10
1958,1,456,1,140,4,1,2025-07-07 22:58:42+10
1959,1,456,1,130,2,1,2025-07-07 22:58:42+10
1960,1,457,1,110,3,1,2025-07-07 22:58:42+10
1961,1,457,1,142,3,1,2025-07-07 22:58:42+10
1962,1,458,1,120,1,1,2025-07-07 22:58:42+10
1963,1,458,1,140,1,1,2025-07-07 22:58:42+10
1964,1,458,1,150,1,1,2025-07-07 22:58:42+10
1965,1,459,1,120,3,1,2025-07-07 22:58:42+10
1966,1,459,1,130,5,1,2025-07-07 22:58:42+10
1967,1,460,1,120,5,1,2025-07-07 22:58:42+10
1968,1,461,1,120,3,1,2025-07-07 22:58:42+10
1969,1,461,1,140,3,1,2025-07-07 22:58:42+10
1970,1,461,1,140,2,1,2025-07-07 22:58:42+10
1971,1,462,1,137,3,1,2025-07-07 22:58:42+10
1972,1,462,1,140,4,1,2025-07-07 22:58:42+10
1973,1,463,1,120,3,1,2025-07-07 22:58:42+10
1974,1,463,1,150,1,1,2025-07-07 22:58:42+10
1975,1,463,1,120,4,1,2025-07-07 22:58:42+10
1976,1,464,1,130,1,1,2025-07-07 22:58:42+10
1977,1,464,1,142,5,1,2025-07-07 22:58:42+10
1978,1,464,1,120,0,1,2025-07-07 22:58:42+10
1979,1,465,1,120,3,1,2025-07-07 22:58:42+10
1980,1,465,1,130,5,1,2025-07-07 22:58:42+10
1981,1,466,1,130,3,1,2025-07-07 22:58:42+10
1982,1,466,1,135,5,1,2025-07-07 22:58:42+10
1983,1,467,1,135,1,1,2025-07-07 22:58:42+10
1984,1,467,1,142,4,1,2025-07-07 22:58:42+10
1985,1,468,1,145,1,1,2025-07-07 22:58:42+10
1986,1,468,1,155,1,1,2025-07-07 22:58:42+10
1987,1,468,1,130,3,1,2025-07-07 22:58:42+10
1988,1,468,1,130,4,1,2025-07-07 22:58:42+10
1989,1,469,1,135,4,1,2025-07-07 22:58:42+10
1990,1,469,1,135,5,1,2025-07-07 22:58:42+10
1991,1,470,1,145,3,1,2025-07-07 22:58:42+10
1992,1,470,1,120,3,1,2025-07-07 22:58:42+10
1993,1,470,1,120,5,1,2025-07-07 22:58:42+10
1994,1,471,1,140,1,1,2025-07-07 22:58:42+10
1995,1,471,1,155,1,1,2025-07-07 22:58:42+10
1996,1,471,1,137,4,1,2025-07-07 22:58:42+10
1997,1,472,1,135,5,1,2025-07-07 22:58:42+10
1998,1,472,1,130,4,1,2025-07-07 22:58:42+10
1999,1,472,1,120,4,1,2025-07-07 22:58:42+10
2000,1,472,1,120,3,1,2025-07-07 22:58:42+10
2001,1,473,1,135,1,1,2025-07-07 22:58:42+10
2002,1,473,1,145,2,1,2025-07-07 22:58:42+10
2003,1,473,1,100,5,1,2025-07-07 22:58:42+10
2004,1,474,1,120,1,1,2025-07-07 22:58:42+10
2005,1,474,1,157,1,1,2025-07-07 22:58:42+10
2006,1,474,1,120,9,1,2025-07-07 22:58:42+10
2007,1,475,1,140,5,1,2025-07-07 22:58:42+10
2008,1,476,1,147,3,1,2025-07-07 22:58:42+10
2009,1,477,1,120,1,1,2025-07-07 22:58:42+10
2010,1,477,1,150,2,1,2025-07-07 22:58:42+10
2011,1,477,1,120,3,1,2025-07-07 22:58:42+10
2012,1,478,1,130,5,1,2025-07-07 22:58:42+10
2013,1,478,1,120,5,1,2025-07-07 22:58:42+10
2014,1,479,1,120,3,1,2025-07-07 22:58:42+10
2015,1,479,1,135,1,1,2025-07-07 22:58:42+10
2016,1,479,1,147,3,1,2025-07-07 22:58:42+10
2017,1,480,1,130,1,1,2025-07-07 22:58:42+10
2018,1,480,1,140,1,1,2025-07-07 22:58:42+10
2019,1,480,1,152.5,2,1,2025-07-07 22:58:42+10
2020,1,481,1,142,3,1,2025-07-07 22:58:42+10
2021,1,482,1,100,3,1,2025-07-07 22:58:42+10
2022,1,482,1,150,1,1,2025-07-07 22:58:42+10
2023,1,482,1,160,1,1,2025-07-07 22:58:42+10
2024,1,483,1,130,2,1,2025-07-07 22:58:42+10
2025,1,483,1,142,5,1,2025-07-07 22:58:42+10
2026,1,484,1,140,1,1,2025-07-07 22:58:42+10
2027,1,484,1,147,3,1,2025-07-07 22:58:42+10
2028,1,485,1,140,1,1,2025-07-07 22:58:42+10
2029,1,485,1,150,1,1,2025-07-07 22:58:42+10
2030,1,486,1,120,3,1,2025-07-07 22:58:42+10
2031,1,486,1,120,3,1,2025-07-07 22:58:42+10
2032,1,487,1,140,3,1,2025-07-07 22:58:42+10
2033,1,488,1,140,1,1,2025-07-07 22:58:42+10
2034,1,488,1,142.5,4,1,2025-07-07 22:58:42+10
2035,1,489,1,140,1,1,2025-07-07 22:58:42+10
2036,1,489,1,145,3,1,2025-07-07 22:58:42+10
2037,1,490,1,120,5,1,2025-07-07 22:58:42+10
2038,1,490,1,142.5,4,1,2025-07-07 22:58:42+10
2039,1,491,1,120,3,1,2025-07-07 22:58:42+10
2040,1,491,1,147.5,3,1,2025-07-07 22:58:42+10
2041,1,492,1,120,1,1,2025-07-07 22:58:42+10
2042,1,492,1,140,1,1,2025-07-07 22:58:42+10
2043,1,492,1,155,1,1,2025-07-07 22:58:42+10
2044,1,493,1,140,3,1,2025-07-07 22:58:42+10
2045,1,493,1,110,5,1,2025-07-07 22:58:42+10
2046,1,493,1,110,5,1,2025-07-07 22:58:42+10
2047,1,494,1,130,5,1,2025-07-07 22:58:42+10
2048,1,494,1,130,5,1,2025-07-07 22:58:42+10
2049,1,495,1,140,1,1,2025-07-07 22:58:42+10
2050,1,495,1,145,3,1,2025-07-07 22:58:42+10
2051,1,496,1,140,1,1,2025-07-07 22:58:42+10
2052,1,496,1,150,1,1,2025-07-07 22:58:42+10
2053,1,497,1,140,5,1,2025-07-07 22:58:42+10
2054,1,498,1,130,3,1,2025-07-07 22:58:42+10
2055,1,498,1,142.5,3,1,2025-07-07 22:58:42+10
2056,1,499,1,140,1,1,2025-07-07 22:58:42+10
2057,1,499,1,150,1,1,2025-07-07 22:58:42+10
2058,1,499,1,160,1,1,2025-07-07 22:58:42+10
2059,1,500,1,120,5,1,2025-07-07 22:58:42+10
2060,1,500,1,120,4,1,2025-07-07 22:58:42+10
2061,1,501,1,145,3,1,2025-07-07 22:58:42+10
2062,1,501,1,120,4,1,2025-07-07 22:58:42+10
2063,1,501,1,120,4,1,2025-07-07 22:58:42+10
2064,1,502,1,120,3,1,2025-07-07 22:58:42+10
2065,1,502,1,120,3,1,2025-07-07 22:58:42+10
2066,1,503,1,147.5,3,1,2025-07-07 22:58:42+10
2068,1,505,1,120,5,1,2025-07-07 22:58:42+10
2069,1,505,1,120,3,1,2025-07-07 22:58:42+10
2070,1,506,1,140,1,1,2025-07-07 22:58:42+10
2071,1,506,1,145,3,1,2025-07-07 22:58:42+10
2072,1,507,1,120,1,1,2025-07-07 22:58:42+10
2073,1,507,1,140,1,1,2025-07-07 22:58:42+10
2074,1,507,1,152.5,1,1,2025-07-07 22:58:42+10
2075,1,508,1,100,4,1,2025-07-07 22:58:42+10
2076,1,508,1,100,4,1,2025-07-07 22:58:42+10
2077,1,508,1,100,6,1,2025-07-07 22:58:42+10
2078,1,4,1,125,5,1,2025-07-07 22:58:42+10
2079,1,4,1,125,5,1,2025-07-07 22:58:42+10
2080,1,4,1,120,5,1,2025-07-07 22:58:42+10
2081,1,510,1,125,6,1,2025-07-07 22:58:42+10
2082,1,510,1,125,6,1,2025-07-07 22:58:42+10
2083,1,510,1,120,6,1,2025-07-07 22:58:42+10
2084,1,14,1,2.5,5,1,2025-07-07 22:58:42+10
2085,1,14,1,125,5,1,2025-07-07 22:58:42+10
2086,1,14,1,125,5,1,2025-07-07 22:58:42+10
2087,1,14,1,125,3,1,2025-07-07 22:58:42+10
2088,1,512,1,2.5,3,1,2025-07-07 22:58:42+10
2089,1,512,1,125,5,1,2025-07-07 22:58:42+10
2090,1,512,1,125,5,1,2025-07-07 22:58:42+10
2091,1,512,1,125,6,1,2025-07-07 22:58:42+10
2092,1,23,1,5,5,1,2025-07-07 22:58:42+10
2093,1,23,1,125,5,1,2025-07-07 22:58:42+10
2094,1,23,1,125,5,1,2025-07-07 22:58:42+10
2095,1,23,1,120,6,1,2025-07-07 22:58:42+10
2096,1,514,1,5,3,1,2025-07-07 22:58:42+10
2097,1,514,1,125,5,1,2025-07-07 22:58:42+10
2098,1,514,1,125,3,1,2025-07-07 22:58:42+10
2099,1,514,1,120,6,1,2025-07-07 22:58:42+10
2100,1,515,1,5,0,1,2025-07-07 22:58:42+10
2101,1,515,1,80,10,1,2025-07-07 22:58:42+10
2102,1,33,1,142.5,5,1,2025-07-07 22:58:42+10
2103,1,33,1,125,6,1,2025-07-07 22:58:42+10
2104,1,33,1,125,6,1,2025-07-07 22:58:42+10
2105,1,517,1,150,3,1,2025-07-07 22:58:42+10
2106,1,517,1,125,6,1,2025-07-07 22:58:42+10
2107,1,517,1,130,5,1,2025-07-07 22:58:42+10
2108,1,518,1,140,1,1,2025-07-07 22:58:42+10
2109,1,518,1,157.5,1,1,2025-07-07 22:58:42+10
2110,1,518,1,120,4,1,2025-07-07 22:58:42+10
2111,1,518,1,120,2,1,2025-07-07 22:58:42+10
2112,1,45,1,145,3,1,2025-07-07 22:58:42+10
2113,1,520,1,142.5,6,1,2025-07-07 22:58:42+10
2114,1,520,1,125,3,1,2025-07-07 22:58:42+10
2115,1,520,1,120,4,1,2025-07-07 22:58:42+10
