id,user_id,plan_json,updated_at
1,1,"{""Monday AM"":[{""exercise"":""Barbell bench press"",""sets"":3},{""exercise"":""Dumbell shoulder press"",""sets"":3},{""exercise"":""Dips"",""sets"":3},{""exercise"":""Cable flies"",""sets"":3},{""exercise"":""Ez bar curl"",""sets"":3},{""exercise"":""Dumbell lateral raise"",""sets"":3}],""Tuesday AM"":[{""exercise"":""Low bar squat"",""sets"":3},{""exercise"":""Hack squat"",""sets"":3},{""exercise"":""Leg press calf raise"",""sets"":3},{""exercise"":""Lunges"",""sets"":3},{""exercise"":""Leg extension"",""sets"":3}],""Wed AM"":[{""exercise"":""Pull ups"",""sets"":3},{""exercise"":""Barbell row"",""sets"":3},{""exercise"":""Seated cable row"",""sets"":3},{""exercise"":""Stiff legged deadlift"",""sets"":3},{""exercise"":""Hex bar shrugs"",""sets"":3}],""Thursday AM"":[{""exercise"":""Incline barbell bench press"",""sets"":3},{""exercise"":""Cable flies"",""sets"":3},{""exercise"":""Machine preacher"",""sets"":3},{""exercise"":""Incline dumbell curl"",""sets"":3},{""exercise"":""Dips"",""sets"":3},{""exercise"":""Hanging leg raise"",""sets"":3}],""Friday AM"":[{""exercise"":""High bar squat"",""sets"":3},{""exercise"":""Leg press"",""sets"":3},{""exercise"":""Leg press calf raise"",""sets"":3},{""exercise"":""Hanging leg raise"",""sets"":3}],""Saturday AM"":[{""exercise"":""Dumbell shoulder press"",""sets"":3},{""exercise"":""Dumbell lateral raise"",""sets"":3},{""exercise"":""Rear delt cable fly"",""sets"":3},{""exercise"":""Incline dumbell curl"",""sets"":3}],""Sunday AM"":[{""exercise"":""Deadlift"",""sets"":3},{""exercise"":""Pull ups"",""sets"":3},{""exercise"":""Hex bar shrugs"",""sets"":3},{""exercise"":""Cable lat pulldown"",""sets"":3},{""exercise"":""Ab cable crunch"",""sets"":3}]}","2025-07-08 08:05:24"
