id,workout_id,exercise_id,weight,reps,set_number,created_at,user_id
2094,23,1,125.0,5,1,"2025-07-07 22:58:42",1
2095,23,1,120.0,6,1,"2025-07-07 22:58:42",1
2096,514,1,5.0,3,1,"2025-07-07 22:58:42",1
2097,514,1,125.0,5,1,"2025-07-07 22:58:42",1
2098,514,1,125.0,3,1,"2025-07-07 22:58:42",1
2099,514,1,120.0,6,1,"2025-07-07 22:58:42",1
2100,515,1,5.0,0,1,"2025-07-07 22:58:42",1
2101,515,1,80.0,10,1,"2025-07-07 22:58:42",1
2102,33,1,142.5,5,1,"2025-07-07 22:58:42",1
2103,33,1,125.0,6,1,"2025-07-07 22:58:42",1
