id,workout_id,exercise_id,weight,reps,set_number,created_at,user_id
2659,1038,40,30.0,10,1,"2025-07-07 22:58:42",1
2660,1038,40,48.0,8,1,"2025-07-07 22:58:42",1
2661,1038,40,54.0,8,1,"2025-07-07 22:58:42",1
2662,431,40,20.0,20,1,"2025-07-07 22:58:42",1
2663,431,40,28.0,10,1,"2025-07-07 22:58:42",1
2664,431,40,36.0,8,1,"2025-07-07 22:58:42",1
2665,434,40,30.0,10,1,"2025-07-07 22:58:42",1
2666,1044,40,20.0,20,1,"2025-07-07 22:58:42",1
2667,1044,40,30.0,10,1,"2025-07-07 22:58:42",1
2668,1044,40,42.0,10,1,"2025-07-07 22:58:42",1
2669,1044,40,50.0,12,1,"2025-07-07 22:58:42",1
2670,497,40,28.0,10,1,"2025-07-07 22:58:42",1
2671,497,40,38.0,10,1,"2025-07-07 22:58:42",1
2672,497,40,38.0,8,1,"2025-07-07 22:58:42",1
2673,499,40,38.0,10,1,"2025-07-07 22:58:42",1
2674,526,40,50.0,8,1,"2025-07-07 22:58:42",1
2675,1041,40,50.0,8,1,"2025-07-07 22:58:42",1
2676,1041,40,50.0,6,1,"2025-07-07 22:58:42",1
2677,289,40,46.0,9,1,"2025-07-07 22:58:42",1
2678,1043,40,50.0,8,1,"2025-07-07 22:58:42",1
2679,1043,40,50.0,7,1,"2025-07-07 22:58:42",1
2680,1043,40,50.0,8,1,"2025-07-07 22:58:42",1
2681,316,40,50.0,8,1,"2025-07-07 22:58:42",1
2682,316,40,50.0,10,1,"2025-07-07 22:58:42",1
2683,316,40,50.0,8,1,"2025-07-07 22:58:42",1
2684,574,40,50.0,10,1,"2025-07-07 22:58:42",1
2685,574,40,50.0,10,1,"2025-07-07 22:58:42",1
2686,574,40,50.0,7,1,"2025-07-07 22:58:42",1
2687,569,41,31.0,12,1,"2025-07-07 22:58:42",1
2688,569,41,36.0,15,1,"2025-07-07 22:58:42",1
2689,569,41,36.0,15,1,"2025-07-07 22:58:42",1
2690,569,41,36.0,15,1,"2025-07-07 22:58:42",1
2691,574,41,40.0,10,1,"2025-07-07 22:58:42",1
2692,574,41,40.0,10,1,"2025-07-07 22:58:42",1
2693,574,41,40.0,10,1,"2025-07-07 22:58:42",1
2694,335,41,40.0,8,1,"2025-07-07 22:58:42",1
2695,335,41,40.0,8,1,"2025-07-07 22:58:42",1
2696,577,41,42.0,11,1,"2025-07-07 22:58:42",1
2697,577,41,42.0,10,1,"2025-07-07 22:58:42",1
2698,578,41,44.0,11,1,"2025-07-07 22:58:42",1
2699,560,7,10.0,10,1,"2025-07-07 22:58:42",1
2700,560,7,10.0,15,1,"2025-07-07 22:58:42",1
2701,562,7,15.0,12,1,"2025-07-07 22:58:42",1
2702,562,7,15.0,15,1,"2025-07-07 22:58:42",1
2703,562,7,15.0,15,1,"2025-07-07 22:58:42",1
2704,1045,43,50.0,8,1,"2025-07-07 22:58:42",1
2705,254,44,20.0,14,1,"2025-07-07 22:58:42",1
2706,254,44,20.0,12,1,"2025-07-07 22:58:42",1
2707,254,44,20.0,12,1,"2025-07-07 22:58:42",1
2708,296,44,20.0,10,1,"2025-07-07 22:58:42",1
2709,296,44,17.0,9,1,"2025-07-07 22:58:42",1
2710,343,8,70.0,10,1,"2025-07-07 22:58:42",1
2711,343,8,70.0,10,1,"2025-07-07 22:58:42",1
2712,343,8,70.0,10,1,"2025-07-07 22:58:42",1
2713,367,8,20.0,6,1,"2025-07-07 22:58:42",1
2714,367,8,40.0,8,1,"2025-07-07 22:58:42",1
2715,392,8,20.0,10,1,"2025-07-07 22:58:42",1
2716,392,8,40.0,8,1,"2025-07-07 22:58:42",1
2717,393,8,20.0,10,1,"2025-07-07 22:58:42",1
2718,395,8,20.0,10,1,"2025-07-07 22:58:42",1
2719,395,8,40.0,10,1,"2025-07-07 22:58:42",1
2720,409,8,20.0,10,1,"2025-07-07 22:58:42",1
2721,409,8,10.0,10,1,"2025-07-07 22:58:42",1
2722,1037,8,15.0,0,1,"2025-07-07 22:58:42",1
2723,426,8,15.0,0,1,"2025-07-07 22:58:42",1
2724,428,8,15.0,0,1,"2025-07-07 22:58:42",1
2725,428,8,20.0,0,1,"2025-07-07 22:58:42",1
2726,451,8,15.0,0,1,"2025-07-07 22:58:42",1
2727,451,8,14.0,0,1,"2025-07-07 22:58:42",1
2728,453,8,12.0,0,1,"2025-07-07 22:58:42",1
2729,455,8,12.0,0,1,"2025-07-07 22:58:42",1
2730,455,8,15.0,0,1,"2025-07-07 22:58:42",1
2731,489,8,20.0,10,1,"2025-07-07 22:58:42",1
2732,489,8,40.0,8,1,"2025-07-07 22:58:42",1
2733,499,8,20.0,10,1,"2025-07-07 22:58:42",1
2734,499,8,30.0,10,1,"2025-07-07 22:58:42",1
2735,508,8,24.0,10,1,"2025-07-07 22:58:42",1
2736,508,8,24.0,10,1,"2025-07-07 22:58:42",1
2737,508,8,24.0,10,1,"2025-07-07 22:58:42",1
2738,4,8,24.0,12,1,"2025-07-07 22:58:42",1
2739,4,8,24.0,15,1,"2025-07-07 22:58:42",1
2740,4,8,24.0,13,1,"2025-07-07 22:58:42",1
2741,510,8,30.0,12,1,"2025-07-07 22:58:42",1
2742,510,8,30.0,12,1,"2025-07-07 22:58:42",1
2743,510,8,30.0,12,1,"2025-07-07 22:58:42",1
2744,14,8,30.0,12,1,"2025-07-07 22:58:42",1
2745,14,8,30.0,12,1,"2025-07-07 22:58:42",1
2746,23,8,30.0,12,1,"2025-07-07 22:58:42",1
2747,23,8,30.0,12,1,"2025-07-07 22:58:42",1
2748,23,8,30.0,10,1,"2025-07-07 22:58:42",1
2749,514,8,30.0,12,1,"2025-07-07 22:58:42",1
2750,33,8,30.0,12,1,"2025-07-07 22:58:42",1
2751,33,8,30.0,12,1,"2025-07-07 22:58:42",1
2752,33,8,30.0,12,1,"2025-07-07 22:58:42",1
2753,517,8,30.0,12,1,"2025-07-07 22:58:42",1
2754,518,8,32.0,12,1,"2025-07-07 22:58:42",1
2755,518,8,32.0,12,1,"2025-07-07 22:58:42",1
2756,518,8,32.0,12,1,"2025-07-07 22:58:42",1
2757,520,8,32.0,12,1,"2025-07-07 22:58:42",1
2758,520,8,32.0,12,1,"2025-07-07 22:58:42",1
2759,524,8,32.0,12,1,"2025-07-07 22:58:42",1
2760,524,8,32.0,12,1,"2025-07-07 22:58:42",1
2761,524,8,32.0,12,1,"2025-07-07 22:58:42",1
2762,527,8,32.0,12,1,"2025-07-07 22:58:42",1
2763,527,8,32.0,10,1,"2025-07-07 22:58:42",1
2764,527,8,32.0,8,1,"2025-07-07 22:58:42",1
2765,530,8,30.0,10,1,"2025-07-07 22:58:42",1
2766,532,8,32.0,10,1,"2025-07-07 22:58:42",1
2767,548,8,32.0,7,1,"2025-07-07 22:58:42",1
2768,548,8,32.0,8,1,"2025-07-07 22:58:42",1
2769,548,8,32.0,3,1,"2025-07-07 22:58:42",1
2770,200,8,32.0,8,1,"2025-07-07 22:58:42",1
2771,217,8,1.0,10,1,"2025-07-07 22:58:42",1
2772,217,8,30.0,10,1,"2025-07-07 22:58:42",1
2773,217,8,40.0,11,1,"2025-07-07 22:58:42",1
2774,554,8,1.0,10,1,"2025-07-07 22:58:42",1
2775,554,8,40.0,10,1,"2025-07-07 22:58:42",1
2776,221,8,1.0,10,1,"2025-07-07 22:58:42",1
2777,221,8,43.0,10,1,"2025-07-07 22:58:42",1
2778,225,8,1.0,10,1,"2025-07-07 22:58:42",1
2779,225,8,44.0,8,1,"2025-07-07 22:58:42",1
2780,225,8,44.0,9,1,"2025-07-07 22:58:42",1
2781,1042,8,1.0,10,1,"2025-07-07 22:58:42",1
2782,1042,8,44.0,10,1,"2025-07-07 22:58:42",1
2783,1042,8,44.0,8,1,"2025-07-07 22:58:42",1
2784,557,8,1.0,10,1,"2025-07-07 22:58:42",1
2785,557,8,42.0,12,1,"2025-07-07 22:58:42",1
2786,557,8,42.0,9,1,"2025-07-07 22:58:42",1
2787,235,8,1.0,10,1,"2025-07-07 22:58:42",1
2788,235,8,40.0,10,1,"2025-07-07 22:58:42",1
2789,235,8,40.0,14,1,"2025-07-07 22:58:42",1
2790,249,8,40.0,8,1,"2025-07-07 22:58:42",1
2791,249,8,40.0,14,1,"2025-07-07 22:58:42",1
2792,254,8,40.0,15,1,"2025-07-07 22:58:42",1
2793,254,8,50.0,8,1,"2025-07-07 22:58:42",1
2794,254,8,60.0,6,1,"2025-07-07 22:58:42",1
2795,563,8,60.0,10,1,"2025-07-07 22:58:42",1
2796,563,8,70.0,6,1,"2025-07-07 22:58:42",1
2797,564,8,32.0,10,1,"2025-07-07 22:58:42",1
2798,564,8,40.0,8,1,"2025-07-07 22:58:42",1
2799,564,8,40.0,8,1,"2025-07-07 22:58:42",1
2800,296,8,20.0,10,1,"2025-07-07 22:58:42",1
2801,296,8,40.0,7,1,"2025-07-07 22:58:42",1
2802,296,8,40.0,8,1,"2025-07-07 22:58:42",1
2803,570,8,55.0,7,1,"2025-07-07 22:58:42",1
2804,570,8,40.0,10,1,"2025-07-07 22:58:42",1
2805,570,8,70.0,6,1,"2025-07-07 22:58:42",1
2806,1043,8,40.0,8,1,"2025-07-07 22:58:42",1
2807,1043,8,60.0,9,1,"2025-07-07 22:58:42",1
2808,306,8,60.0,5,1,"2025-07-07 22:58:42",1
2809,325,8,40.0,8,1,"2025-07-07 22:58:42",1
2810,325,8,55.0,8,1,"2025-07-07 22:58:42",1
2811,325,8,60.0,8,1,"2025-07-07 22:58:42",1
2812,577,8,60.0,7,1,"2025-07-07 22:58:42",1
2813,577,8,70.0,6,1,"2025-07-07 22:58:42",1
2814,577,8,40.0,5,1,"2025-07-07 22:58:42",1
2815,574,46,20.0,10,1,"2025-07-07 22:58:42",1
2816,574,46,25.0,12,1,"2025-07-07 22:58:42",1
2817,575,46,22.5,12,1,"2025-07-07 22:58:42",1
2818,575,46,22.5,12,1,"2025-07-07 22:58:42",1
2819,575,46,22.5,12,1,"2025-07-07 22:58:42",1
2820,577,46,25.0,6,1,"2025-07-07 22:58:42",1
2821,1046,47,8.0,20,1,"2025-07-07 22:58:42",1
2822,1046,47,8.0,24,1,"2025-07-07 22:58:42",1
2823,1046,47,10.0,30,1,"2025-07-07 22:58:42",1
2824,1047,47,10.0,30,1,"2025-07-07 22:58:42",1
2825,1047,47,10.0,32,1,"2025-07-07 22:58:42",1
2826,1047,47,10.0,34,1,"2025-07-07 22:58:42",1
2827,1047,47,6.0,34,1,"2025-07-07 22:58:42",1
2828,1048,47,10.0,26,1,"2025-07-07 22:58:42",1
2829,1048,47,10.0,34,1,"2025-07-07 22:58:42",1
2830,1048,47,6.0,38,1,"2025-07-07 22:58:42",1
2831,1049,47,10.0,20,1,"2025-07-07 22:58:42",1
2832,1049,47,8.0,28,1,"2025-07-07 22:58:42",1
2833,1049,47,8.0,28,1,"2025-07-07 22:58:42",1
2834,1050,47,10.0,20,1,"2025-07-07 22:58:42",1
2835,1050,47,10.0,30,1,"2025-07-07 22:58:42",1
2836,1050,47,7.0,34,1,"2025-07-07 22:58:42",1
2837,1051,47,10.0,20,1,"2025-07-07 22:58:42",1
2838,1051,47,8.0,30,1,"2025-07-07 22:58:42",1
2839,1051,47,8.0,32,1,"2025-07-07 22:58:42",1
2840,1051,47,8.0,34,1,"2025-07-07 22:58:42",1
2841,1052,47,10.0,22,1,"2025-07-07 22:58:42",1
2842,1052,47,10.0,32,1,"2025-07-07 22:58:42",1
2843,1053,47,8.0,32,1,"2025-07-07 22:58:42",1
2844,1054,47,10.0,30,1,"2025-07-07 22:58:42",1
2845,1054,47,12.0,34,1,"2025-07-07 22:58:42",1
2846,1055,47,10.0,22,1,"2025-07-07 22:58:42",1
2847,1055,47,10.0,30,1,"2025-07-07 22:58:42",1
2848,1055,47,12.0,34,1,"2025-07-07 22:58:42",1
2849,1055,47,10.0,34,1,"2025-07-07 22:58:42",1
2850,1056,47,8.0,20,1,"2025-07-07 22:58:42",1
2851,1056,47,10.0,32,1,"2025-07-07 22:58:42",1
2852,1056,47,8.0,38,1,"2025-07-07 22:58:42",1
2853,1057,47,10.0,20,1,"2025-07-07 22:58:42",1
2854,1057,47,8.0,30,1,"2025-07-07 22:58:42",1
2855,1057,47,8.0,34,1,"2025-07-07 22:58:42",1
2856,1057,47,6.0,40,1,"2025-07-07 22:58:42",1
2857,1058,47,10.0,20,1,"2025-07-07 22:58:42",1
2858,1058,47,8.0,30,1,"2025-07-07 22:58:42",1
2859,1058,47,8.0,34,1,"2025-07-07 22:58:42",1
2860,1058,47,7.0,40,1,"2025-07-07 22:58:42",1
2861,1059,47,12.0,18,1,"2025-07-07 22:58:42",1
2862,1059,47,12.0,30,1,"2025-07-07 22:58:42",1
2863,1059,47,8.0,34,1,"2025-07-07 22:58:42",1
2864,1060,47,8.0,20,1,"2025-07-07 22:58:42",1
2865,1060,47,8.0,30,1,"2025-07-07 22:58:42",1
2866,1061,47,10.0,20,1,"2025-07-07 22:58:42",1
2867,1061,47,10.0,30,1,"2025-07-07 22:58:42",1
2868,1061,47,5.0,38,1,"2025-07-07 22:58:42",1
2869,1062,47,10.0,20,1,"2025-07-07 22:58:42",1
2870,1062,47,8.0,30,1,"2025-07-07 22:58:42",1
2871,1062,47,8.0,32,1,"2025-07-07 22:58:42",1
2872,1062,47,8.0,34,1,"2025-07-07 22:58:42",1
2873,1063,47,8.0,28,1,"2025-07-07 22:58:42",1
2874,1063,47,8.0,30,1,"2025-07-07 22:58:42",1
2875,1064,47,10.0,28,1,"2025-07-07 22:58:42",1
2876,1064,47,8.0,28,1,"2025-07-07 22:58:42",1
2877,1065,47,32.0,10,1,"2025-07-07 22:58:42",1
2878,1065,47,36.0,9,1,"2025-07-07 22:58:42",1
2879,1065,47,36.0,9,1,"2025-07-07 22:58:42",1
2880,1066,47,26.0,10,1,"2025-07-07 22:58:42",1
2881,1066,47,36.0,5,1,"2025-07-07 22:58:42",1
2882,1066,47,36.0,6,1,"2025-07-07 22:58:42",1
2883,1067,47,28.0,10,1,"2025-07-07 22:58:42",1
2884,1067,47,36.0,7,1,"2025-07-07 22:58:42",1
2885,1067,47,36.0,6,1,"2025-07-07 22:58:42",1
2886,1068,47,34.0,8,1,"2025-07-07 22:58:42",1
2887,1068,47,34.0,8,1,"2025-07-07 22:58:42",1
2888,1068,47,34.0,6,1,"2025-07-07 22:58:42",1
2889,1069,47,30.0,10,1,"2025-07-07 22:58:42",1
2890,1069,47,34.0,7,1,"2025-07-07 22:58:42",1
2891,1069,47,34.0,7,1,"2025-07-07 22:58:42",1
2892,1070,47,27.5,8,1,"2025-07-07 22:58:42",1
2893,1070,47,27.5,12,1,"2025-07-07 22:58:42",1
2894,1070,47,27.5,7,1,"2025-07-07 22:58:42",1
2895,2,47,28.0,12,1,"2025-07-07 22:58:42",1
2896,2,47,28.0,9,1,"2025-07-07 22:58:42",1
2897,2,47,28.0,6,1,"2025-07-07 22:58:42",1
2898,11,47,15.0,10,1,"2025-07-07 22:58:42",1
2899,11,47,15.0,10,1,"2025-07-07 22:58:42",1
2900,11,47,15.0,10,1,"2025-07-07 22:58:42",1
2901,11,47,10.0,10,1,"2025-07-07 22:58:42",1
2902,18,47,27.5,12,1,"2025-07-07 22:58:42",1
2903,18,47,27.5,10,1,"2025-07-07 22:58:42",1
2904,18,47,27.5,9,1,"2025-07-07 22:58:42",1
2905,18,47,27.5,11,1,"2025-07-07 22:58:42",1
2906,1071,47,27.5,10,1,"2025-07-07 22:58:42",1
2907,1071,47,27.5,11,1,"2025-07-07 22:58:42",1
2908,1071,47,27.5,10,1,"2025-07-07 22:58:42",1
2909,1071,47,27.5,10,1,"2025-07-07 22:58:42",1
2910,27,47,30.0,9,1,"2025-07-07 22:58:42",1
2911,27,47,30.0,8,1,"2025-07-07 22:58:42",1
2912,27,47,30.0,10,1,"2025-07-07 22:58:42",1
2913,27,47,30.0,10,1,"2025-07-07 22:58:42",1
2914,1072,47,30.0,10,1,"2025-07-07 22:58:42",1
2915,1072,47,30.0,10,1,"2025-07-07 22:58:42",1
2916,1072,47,30.0,10,1,"2025-07-07 22:58:42",1
2917,1072,47,30.0,6,1,"2025-07-07 22:58:42",1
2918,1073,47,30.0,10,1,"2025-07-07 22:58:42",1
2919,1073,47,30.0,11,1,"2025-07-07 22:58:42",1
2920,1073,47,30.0,10,1,"2025-07-07 22:58:42",1
2921,1073,47,30.0,6,1,"2025-07-07 22:58:42",1
2922,1074,47,30.0,10,1,"2025-07-07 22:58:42",1
2923,56,47,30.0,10,1,"2025-07-07 22:58:42",1
2924,56,47,30.0,11,1,"2025-07-07 22:58:42",1
2925,56,47,30.0,10,1,"2025-07-07 22:58:42",1
2926,56,47,28.0,8,1,"2025-07-07 22:58:42",1
2927,1075,47,30.0,10,1,"2025-07-07 22:58:42",1
2928,1075,47,30.0,9,1,"2025-07-07 22:58:42",1
2929,1076,47,30.0,11,1,"2025-07-07 22:58:42",1
2930,1076,47,30.0,11,1,"2025-07-07 22:58:42",1
2931,1076,47,30.0,10,1,"2025-07-07 22:58:42",1
2932,89,47,30.0,12,1,"2025-07-07 22:58:42",1
2933,89,47,32.0,8,1,"2025-07-07 22:58:42",1
2934,89,47,32.0,6,1,"2025-07-07 22:58:42",1
2935,96,47,30.0,12,1,"2025-07-07 22:58:42",1
2936,96,47,32.0,11,1,"2025-07-07 22:58:42",1
2937,96,47,32.0,9,1,"2025-07-07 22:58:42",1
2938,101,47,32.0,10,1,"2025-07-07 22:58:42",1
2939,101,47,35.0,6,1,"2025-07-07 22:58:42",1
2940,101,47,35.0,6,1,"2025-07-07 22:58:42",1
2941,104,47,34.0,8,1,"2025-07-07 22:58:42",1
2942,104,47,34.0,7,1,"2025-07-07 22:58:42",1
2943,104,47,32.0,8,1,"2025-07-07 22:58:42",1
2944,116,47,34.0,10,1,"2025-07-07 22:58:42",1
2945,116,47,34.0,8,1,"2025-07-07 22:58:42",1
2946,121,47,26.0,8,1,"2025-07-07 22:58:42",1
2947,121,47,34.0,8,1,"2025-07-07 22:58:42",1
2948,121,47,34.0,9,1,"2025-07-07 22:58:42",1
2949,123,47,24.0,8,1,"2025-07-07 22:58:42",1
2950,123,47,36.0,6,1,"2025-07-07 22:58:42",1
2951,123,47,36.0,6,1,"2025-07-07 22:58:42",1
2952,1077,47,24.0,10,1,"2025-07-07 22:58:42",1
2953,1077,47,36.0,8,1,"2025-07-07 22:58:42",1
2954,1077,47,36.0,6,1,"2025-07-07 22:58:42",1
2955,1077,47,36.0,6,1,"2025-07-07 22:58:42",1
2956,132,47,37.5,7,1,"2025-07-07 22:58:42",1
2957,132,47,37.5,5,1,"2025-07-07 22:58:42",1
2958,132,47,37.5,5,1,"2025-07-07 22:58:42",1
2959,140,47,28.0,10,1,"2025-07-07 22:58:42",1
2960,140,47,28.0,10,1,"2025-07-07 22:58:42",1
2961,140,47,36.0,10,1,"2025-07-07 22:58:42",1
2962,140,47,36.0,6,1,"2025-07-07 22:58:42",1
2963,148,47,28.0,10,1,"2025-07-07 22:58:42",1
2964,148,47,38.0,6,1,"2025-07-07 22:58:42",1
2965,148,47,32.0,10,1,"2025-07-07 22:58:42",1
2966,150,47,32.0,6,1,"2025-07-07 22:58:42",1
2967,150,47,32.0,10,1,"2025-07-07 22:58:42",1
2968,150,47,32.0,10,1,"2025-07-07 22:58:42",1
2969,150,47,32.0,10,1,"2025-07-07 22:58:42",1
2970,1078,47,26.0,10,1,"2025-07-07 22:58:42",1
2971,1078,47,36.0,10,1,"2025-07-07 22:58:42",1
2972,1078,47,36.0,6,1,"2025-07-07 22:58:42",1
2973,176,47,30.0,10,1,"2025-07-07 22:58:42",1
2974,176,47,38.0,6,1,"2025-07-07 22:58:42",1
2975,176,47,38.0,6,1,"2025-07-07 22:58:42",1
2976,184,47,30.0,10,1,"2025-07-07 22:58:42",1
2977,184,47,38.0,5,1,"2025-07-07 22:58:42",1
2978,184,47,30.0,0,1,"2025-07-07 22:58:42",1
2979,209,47,30.0,10,1,"2025-07-07 22:58:42",1
2980,209,47,30.0,10,1,"2025-07-07 22:58:42",1
2981,214,47,32.0,12,1,"2025-07-07 22:58:42",1
2982,214,47,32.0,15,1,"2025-07-07 22:58:42",1
2983,214,47,32.0,12,1,"2025-07-07 22:58:42",1
2984,1079,47,32.0,15,1,"2025-07-07 22:58:42",1
2985,1079,47,32.0,14,1,"2025-07-07 22:58:42",1
2986,1080,47,30.0,15,1,"2025-07-07 22:58:42",1
2987,1080,47,32.0,15,1,"2025-07-07 22:58:42",1
2988,227,47,28.0,15,1,"2025-07-07 22:58:42",1
2989,227,47,32.0,12,1,"2025-07-07 22:58:42",1
2990,227,47,32.0,10,1,"2025-07-07 22:58:42",1
2991,249,47,28.0,10,1,"2025-07-07 22:58:42",1
2992,255,47,34.0,10,1,"2025-07-07 22:58:42",1
2993,255,47,34.0,9,1,"2025-07-07 22:58:42",1
2994,255,47,34.0,5,1,"2025-07-07 22:58:42",1
2995,560,47,40.0,5,1,"2025-07-07 22:58:42",1
2996,560,47,40.0,4,1,"2025-07-07 22:58:42",1
2997,560,47,32.0,9,1,"2025-07-07 22:58:42",1
2998,1081,47,30.0,10,1,"2025-07-07 22:58:42",1
2999,1081,47,30.0,12,1,"2025-07-07 22:58:42",1
3000,293,47,28.0,12,1,"2025-07-07 22:58:42",1
3001,293,47,32.0,8,1,"2025-07-07 22:58:42",1
3002,293,47,32.0,6,1,"2025-07-07 22:58:42",1
3003,569,47,22.0,10,1,"2025-07-07 22:58:42",1
3004,304,47,32.0,12,1,"2025-07-07 22:58:42",1
3005,304,47,32.0,12,1,"2025-07-07 22:58:42",1
3006,304,47,32.0,8,1,"2025-07-07 22:58:42",1
3007,304,47,26.0,14,1,"2025-07-07 22:58:42",1
3008,308,47,36.0,5,1,"2025-07-07 22:58:42",1
3009,308,47,36.0,7,1,"2025-07-07 22:58:42",1
3010,319,47,36.0,9,1,"2025-07-07 22:58:42",1
3011,319,47,38.0,6,1,"2025-07-07 22:58:42",1
3012,319,47,36.0,8,1,"2025-07-07 22:58:42",1
3013,1082,47,36.0,6,1,"2025-07-07 22:58:42",1
3014,1082,47,36.0,7,1,"2025-07-07 22:58:42",1
3015,1082,47,36.0,5,1,"2025-07-07 22:58:42",1
3016,1082,47,24.0,15,1,"2025-07-07 22:58:42",1
3017,789,47,36.0,10,1,"2025-07-07 22:58:42",1
3018,789,47,36.0,8,1,"2025-07-07 22:58:42",1
3019,789,47,36.0,7,1,"2025-07-07 22:58:42",1
3020,579,47,36.0,8,1,"2025-07-07 22:58:42",1
3021,579,47,36.0,5,1,"2025-07-07 22:58:42",1
3022,1083,12,40.0,8,1,"2025-07-07 22:58:42",1
3023,1084,12,50.0,5,1,"2025-07-07 22:58:42",1
3024,1085,12,55.0,5,1,"2025-07-07 22:58:42",1
3025,1086,12,55.0,5,1,"2025-07-07 22:58:42",1
3026,1087,12,60.0,5,1,"2025-07-07 22:58:42",1
3027,1087,12,62.5,3,1,"2025-07-07 22:58:42",1
3028,1088,12,62.5,5,1,"2025-07-07 22:58:42",1
3029,1088,12,62.5,4,1,"2025-07-07 22:58:42",1
3030,1089,12,65.0,3,1,"2025-07-07 22:58:42",1
3031,1090,12,65.0,5,1,"2025-07-07 22:58:42",1
3032,1091,12,70.0,3,1,"2025-07-07 22:58:42",1
3033,1091,12,5.0,60,1,"2025-07-07 22:58:42",1
3034,1092,12,60.0,4,1,"2025-07-07 22:58:42",1
3035,1092,12,60.0,5,1,"2025-07-07 22:58:42",1
3036,595,12,70.0,4,1,"2025-07-07 22:58:42",1
3037,595,12,70.0,1,1,"2025-07-07 22:58:42",1
3038,1093,12,70.0,2,1,"2025-07-07 22:58:42",1
3039,1094,12,70.0,5,1,"2025-07-07 22:58:42",1
3040,1095,12,60.0,5,1,"2025-07-07 22:58:42",1
3041,1095,12,60.0,1,1,"2025-07-07 22:58:42",1
3042,1096,12,72.5,4,1,"2025-07-07 22:58:42",1
3043,1096,12,70.0,2,1,"2025-07-07 22:58:42",1
3044,1097,12,80.0,1,1,"2025-07-07 22:58:42",1
3045,1098,12,70.0,5,1,"2025-07-07 22:58:42",1
3046,1099,12,77.0,1,1,"2025-07-07 22:58:42",1
3047,1100,12,70.0,3,1,"2025-07-07 22:58:42",1
3048,1101,12,70.0,1,1,"2025-07-07 22:58:42",1
3049,1101,12,80.0,3,1,"2025-07-07 22:58:42",1
3050,1102,12,62.0,5,1,"2025-07-07 22:58:42",1
3051,1102,12,62.0,5,1,"2025-07-07 22:58:42",1
3052,1103,12,72.5,4,1,"2025-07-07 22:58:42",1
3053,1103,12,60.0,5,1,"2025-07-07 22:58:42",1
3054,1104,12,80.0,2,1,"2025-07-07 22:58:42",1
3055,1104,12,60.0,5,1,"2025-07-07 22:58:42",1
3056,1105,12,70.0,4,1,"2025-07-07 22:58:42",1
3057,1105,12,60.0,4,1,"2025-07-07 22:58:42",1
3058,1106,12,65.0,7,1,"2025-07-07 22:58:42",1
3059,1107,12,70.0,5,1,"2025-07-07 22:58:42",1
3060,1107,12,60.0,5,1,"2025-07-07 22:58:42",1
3061,1107,12,60.0,5,1,"2025-07-07 22:58:42",1
3062,1108,12,70.0,3,1,"2025-07-07 22:58:42",1
3063,1108,12,72.5,3,1,"2025-07-07 22:58:42",1
3064,1109,12,60.0,5,1,"2025-07-07 22:58:42",1
3065,1109,12,60.0,4,1,"2025-07-07 22:58:42",1
3066,1110,12,65.0,5,1,"2025-07-07 22:58:42",1
3067,1110,12,65.0,2,1,"2025-07-07 22:58:42",1
3068,379,12,70.0,5,1,"2025-07-07 22:58:42",1
3069,1111,12,82.0,1,1,"2025-07-07 22:58:42",1
3070,1111,12,85.0,1,1,"2025-07-07 22:58:42",1
3071,1046,12,60.0,5,1,"2025-07-07 22:58:42",1
3072,1046,12,65.0,3,1,"2025-07-07 22:58:42",1
3073,1047,12,65.0,5,1,"2025-07-07 22:58:42",1
3074,1048,12,65.0,5,1,"2025-07-07 22:58:42",1
3075,1048,12,70.0,5,1,"2025-07-07 22:58:42",1
3076,1048,12,75.0,1,1,"2025-07-07 22:58:42",1
3077,1112,12,50.0,8,1,"2025-07-07 22:58:42",1
3078,1113,12,67.5,3,1,"2025-07-07 22:58:42",1
3079,1113,12,60.0,3,1,"2025-07-07 22:58:42",1
3080,1114,12,50.0,10,1,"2025-07-07 22:58:42",1
3081,1114,12,50.0,10,1,"2025-07-07 22:58:42",1
3082,1115,12,65.0,4,1,"2025-07-07 22:58:42",1
3083,1116,12,65.0,3,1,"2025-07-07 22:58:42",1
3084,1050,12,60.0,5,1,"2025-07-07 22:58:42",1
3085,1050,12,65.0,5,1,"2025-07-07 22:58:42",1
3086,1052,12,60.0,5,1,"2025-07-07 22:58:42",1
3087,1052,12,65.0,5,1,"2025-07-07 22:58:42",1
3088,1117,12,60.0,3,1,"2025-07-07 22:58:42",1
3089,1117,12,70.0,3,1,"2025-07-07 22:58:42",1
3090,1053,12,60.0,5,1,"2025-07-07 22:58:42",1
3091,1053,12,67.5,5,1,"2025-07-07 22:58:42",1
3092,1055,12,60.0,5,1,"2025-07-07 22:58:42",1
3093,1055,12,70.0,4,1,"2025-07-07 22:58:42",1
3094,1056,12,70.0,3,1,"2025-07-07 22:58:42",1
3095,1056,12,60.0,5,1,"2025-07-07 22:58:42",1
3096,1118,12,50.0,5,1,"2025-07-07 22:58:42",1
3097,1118,12,50.0,5,1,"2025-07-07 22:58:42",1
3098,1119,12,45.0,10,1,"2025-07-07 22:58:42",1
3099,1119,12,45.0,8,1,"2025-07-07 22:58:42",1
3100,1120,12,50.0,10,1,"2025-07-07 22:58:42",1
3101,1120,12,50.0,10,1,"2025-07-07 22:58:42",1
